Frame,Time,Detection_Time_ms,Tracking_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,YOLO_Preprocess_ms,YOLO_Inference_ms,YOLO_Postprocess_ms,CUDA_Used,Notes
1277,277.855,41.7,0.1,41.8,0,0,4.6,0.0,0.0,0.0,Yes,
1278,277.920,37.7,0.1,37.8,0,0,4.6,0.0,0.0,0.0,Yes,
1279,277.992,45.0,0.1,45.1,0,0,4.6,0.0,0.0,0.0,Yes,
1280,278.057,38.9,0.1,39.0,0,0,4.6,0.0,0.0,0.0,Yes,
1281,278.123,39.7,0.1,39.8,0,0,4.6,0.0,0.0,0.0,Yes,
1282,278.186,36.3,0.1,36.4,0,0,4.6,0.0,0.0,0.0,Yes,
1283,278.254,41.2,0.1,41.3,0,0,4.6,0.0,0.0,0.0,Yes,
1284,278.326,46.0,0.1,46.1,0,0,4.6,0.0,0.0,0.0,Yes,
1285,278.402,48.5,0.1,48.6,0,0,4.6,0.0,0.0,0.0,Yes,
1286,278.477,46.2,0.1,46.3,0,0,4.6,0.0,0.0,0.0,Yes,
1287,278.546,41.7,0.1,41.8,0,0,4.6,0.0,0.0,0.0,Yes,
1288,278.615,42.1,0.1,42.2,0,0,4.6,0.0,0.0,0.0,Yes,
1289,278.685,43.6,0.1,43.7,0,0,4.6,0.0,0.0,0.0,Yes,
1290,278.752,41.1,0.1,41.2,0,0,4.6,0.0,0.0,0.0,Yes,
1291,278.821,42.4,0.1,42.5,0,0,4.6,0.0,0.0,0.0,Yes,
1292,278.891,42.0,0.1,42.1,0,0,4.6,0.0,0.0,0.0,Yes,
1293,278.958,40.5,0.1,40.6,0,0,4.6,0.0,0.0,0.0,Yes,
1294,279.025,40.2,0.1,40.3,0,0,4.6,0.0,0.0,0.0,Yes,
1295,279.089,38.5,0.1,38.6,0,0,4.6,0.0,0.0,0.0,Yes,
1296,279.159,42.9,0.1,43.0,0,0,4.6,0.0,0.0,0.0,Yes,
1297,279.228,43.3,0.1,43.4,0,0,4.6,0.0,0.0,0.0,Yes,
1298,279.302,45.2,0.1,45.3,0,0,4.6,0.0,0.0,0.0,Yes,
1299,279.378,48.7,0.1,48.8,0,0,4.6,0.0,0.0,0.0,Yes,
1300,279.445,41.1,0.1,41.2,0,0,4.7,0.0,0.0,0.0,Yes,
1301,279.513,42.4,0.1,42.5,0,0,4.7,0.0,0.0,0.0,Yes,
1302,279.584,44.1,0.1,44.2,0,0,4.7,0.0,0.0,0.0,Yes,
1303,279.651,40.8,0.1,40.9,0,0,4.7,0.0,0.0,0.0,Yes,
1304,279.729,41.5,10.2,51.6,1,0,4.7,0.0,0.0,0.0,Yes,
1305,279.805,45.1,2.7,47.8,0,0,4.7,0.0,0.0,0.0,Yes,
1306,279.884,41.8,10.8,52.6,1,0,4.7,0.0,0.0,0.0,Yes,
1307,280.010,87.3,11.4,98.8,1,0,4.7,0.0,0.0,0.0,Yes,
1308,280.097,45.8,14.2,60.0,1,1,4.7,0.0,0.0,0.0,Yes,
1309,280.185,43.9,17.7,61.6,2,1,4.7,0.0,0.0,0.0,Yes,
1310,280.271,45.1,12.6,57.7,1,0,4.7,0.0,0.0,0.0,Yes,
1311,280.353,44.2,10.9,55.1,1,1,4.7,0.0,0.0,0.0,Yes,
1312,280.433,40.9,12.5,53.4,1,1,4.7,0.0,0.0,0.0,Yes,
1313,280.517,43.1,13.3,56.4,1,1,4.7,0.0,0.0,0.0,Yes,
1314,280.597,40.5,13.0,53.5,1,1,4.7,0.0,0.0,0.0,Yes,
1315,280.679,44.2,11.6,55.8,1,1,4.7,0.0,0.0,0.0,Yes,
1316,280.761,40.7,14.7,55.4,1,1,4.7,0.0,0.0,0.0,Yes,
1317,280.846,42.3,15.0,57.4,1,1,4.7,0.0,0.0,0.0,Yes,
1318,280.939,46.5,20.1,66.6,1,1,4.7,0.0,0.0,0.0,Yes,
1319,281.022,41.4,14.7,56.1,1,1,4.7,0.0,0.0,0.0,Yes,
1320,281.121,55.6,16.8,72.4,1,1,4.7,0.0,0.0,0.0,Yes,
1321,281.244,83.4,12.1,95.5,1,1,4.7,0.0,0.0,0.0,Yes,
1322,281.333,49.8,10.8,60.6,1,1,4.7,0.0,0.0,0.0,Yes,
1323,281.414,39.3,14.0,53.4,1,1,4.7,0.0,0.0,0.0,Yes,
1324,281.493,40.9,10.5,51.3,1,1,4.7,0.0,0.0,0.0,Yes,
1325,281.573,41.4,12.0,53.4,1,1,4.7,0.0,0.0,0.0,Yes,
1326,281.660,43.9,15.6,59.5,1,1,4.7,0.0,0.0,0.0,Yes,
1327,281.818,104.8,25.8,130.6,1,1,4.7,0.0,0.0,0.0,Yes,
1328,281.957,83.0,27.8,110.7,1,1,4.7,0.0,0.0,0.0,Yes,
1329,282.093,73.8,37.0,110.9,1,1,4.7,0.0,0.0,0.0,Yes,
1330,282.259,96.1,45.3,141.4,1,1,4.7,0.0,0.0,0.0,Yes,
1331,282.458,137.4,34.8,172.2,1,1,4.7,0.0,0.0,0.0,Yes,
1332,282.672,139.5,48.2,187.8,1,1,4.7,0.0,0.0,0.0,Yes,
1333,282.882,140.3,43.3,183.6,1,1,4.7,0.0,0.0,0.0,Yes,
1334,283.145,183.9,52.8,236.7,1,1,4.7,0.0,0.0,0.0,Yes,
1335,283.424,217.2,33.0,250.2,1,1,4.7,0.0,0.0,0.0,Yes,
1336,283.634,175.9,8.4,184.3,0,0,4.7,0.0,0.0,0.0,Yes,
1337,283.730,66.2,4.0,70.3,0,0,4.7,0.0,0.0,0.0,Yes,
1338,283.801,41.1,4.5,45.6,0,0,4.7,0.0,0.0,0.0,Yes,
1339,283.888,41.4,18.6,60.0,1,0,4.7,0.0,0.0,0.0,Yes,
1340,284.117,144.7,58.2,202.8,1,0,4.7,0.0,0.0,0.0,Yes,
1341,284.340,195.1,3.6,198.6,0,0,4.7,0.0,0.0,0.0,Yes,
1342,284.429,53.6,11.1,64.7,1,0,4.7,0.0,0.0,0.0,Yes,
1343,284.699,204.2,39.5,243.7,1,0,4.7,0.0,0.0,0.0,Yes,
1344,284.914,184.5,6.4,190.9,0,0,4.7,0.0,0.0,0.0,Yes,
1345,285.002,54.0,10.2,64.2,0,0,4.7,0.0,0.0,0.0,Yes,
1346,285.074,33.0,13.1,46.1,0,0,4.7,0.0,0.0,0.0,Yes,
1347,285.157,37.0,20.5,57.5,1,0,4.7,0.0,0.0,0.0,Yes,
1348,285.431,211.4,34.3,245.7,1,0,4.7,0.0,0.0,0.0,Yes,
1349,285.698,199.5,41.2,240.7,1,1,4.7,0.0,0.0,0.0,Yes,
1350,285.880,152.7,4.3,157.1,0,0,4.7,0.0,0.0,0.0,Yes,
1351,285.982,74.1,3.1,77.1,0,0,4.7,0.0,0.0,0.0,Yes,
1352,286.045,31.8,3.6,35.4,0,0,4.7,0.0,0.0,0.0,Yes,
1353,286.109,34.8,3.7,38.6,0,0,4.7,0.0,0.0,0.0,Yes,
1354,286.183,34.3,14.9,49.1,1,0,4.7,0.0,0.0,0.0,Yes,
1355,286.462,242.7,10.0,252.7,1,0,4.7,0.0,0.0,0.0,Yes,
1356,286.731,186.2,58.0,244.2,1,1,4.7,0.0,0.0,0.0,Yes,
1357,286.960,150.6,53.5,204.1,1,1,4.7,0.0,0.0,0.0,Yes,
1358,287.191,158.2,47.8,205.9,1,1,4.7,0.0,0.0,0.0,Yes,
1359,287.459,202.4,41.2,243.6,1,1,4.7,0.0,0.0,0.0,Yes,
1360,287.728,184.0,59.3,243.3,1,1,4.7,0.0,0.0,0.0,Yes,
1361,287.952,140.7,59.6,200.3,1,1,4.7,0.0,0.0,0.0,Yes,
1362,288.192,164.0,51.8,215.8,1,1,4.7,0.0,0.0,0.0,Yes,
1363,288.409,159.7,33.9,193.5,1,1,4.7,0.0,0.0,0.0,Yes,
1364,288.625,156.0,35.3,191.3,1,1,4.7,0.0,0.0,0.0,Yes,
1365,288.893,179.5,64.6,244.1,1,1,4.7,0.0,0.0,0.0,Yes,
1366,289.158,197.9,44.3,242.3,1,1,4.7,0.0,0.0,0.0,Yes,
1367,289.375,141.5,50.5,192.0,1,1,4.7,0.0,0.0,0.0,Yes,
1368,289.482,70.4,13.7,84.1,1,1,4.7,0.0,0.0,0.0,Yes,
1369,289.573,52.2,14.4,66.6,1,1,4.7,0.0,0.0,0.0,Yes,
