Frame,Time,Detection_Time_ms,Tracking_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,YOLO_Preprocess_ms,YOLO_Inference_ms,YOLO_Postprocess_ms,CUDA_Used,Notes
638,120.991,194.9,52.6,247.5,1,1,5.3,0.0,0.0,0.0,Yes,
639,121.243,142.3,85.2,227.4,1,1,5.3,0.0,0.0,0.0,Yes,
640,121.473,136.2,69.3,205.5,1,1,5.3,0.0,0.0,0.0,Yes,
641,121.739,186.6,51.9,238.5,1,1,5.3,0.0,0.0,0.0,Yes,
642,122.010,193.6,52.1,245.7,1,1,5.3,0.0,0.0,0.0,Yes,
643,122.286,224.0,27.9,251.9,1,1,5.3,0.0,0.0,0.0,Yes,
644,122.540,162.0,66.3,228.2,1,1,5.3,0.0,0.0,0.0,Yes,
645,122.757,136.9,54.4,191.3,1,1,5.3,0.0,0.0,0.0,Yes,
646,122.993,161.4,50.4,211.8,1,1,5.3,0.0,0.0,0.0,Yes,
647,123.240,145.6,76.1,221.7,1,1,5.2,0.0,0.0,0.0,Yes,
648,123.491,161.5,65.5,227.0,1,1,5.2,0.0,0.0,0.0,Yes,
649,123.677,102.2,60.2,162.4,1,1,5.2,0.0,0.0,0.0,Yes,
650,123.902,135.7,63.9,199.6,1,1,5.2,0.0,0.0,0.0,Yes,
651,124.100,122.2,51.6,173.8,1,1,5.2,0.0,0.0,0.0,Yes,
652,124.348,171.1,51.5,222.6,1,1,5.2,0.0,0.0,0.0,Yes,
653,124.592,127.5,92.7,220.1,1,1,5.2,0.0,0.0,0.0,Yes,
654,124.863,188.8,57.8,246.6,1,1,5.2,0.0,0.0,0.0,Yes,
655,125.117,169.3,59.3,228.6,1,1,5.2,0.0,0.0,0.0,Yes,
656,125.341,147.7,52.4,200.2,1,1,5.2,0.0,0.0,0.0,Yes,
657,125.607,185.2,58.0,243.1,1,1,5.2,0.0,0.0,0.0,Yes,
658,125.853,124.0,97.3,221.3,1,1,5.2,0.0,0.0,0.0,Yes,
659,126.094,190.6,26.2,216.8,1,1,5.2,0.0,0.0,0.0,Yes,
660,126.360,205.3,36.1,241.4,1,1,5.2,0.0,0.0,0.0,Yes,
661,126.561,121.4,52.5,173.9,1,1,5.2,0.0,0.0,0.0,Yes,
662,126.830,205.1,39.4,244.5,1,1,5.2,0.0,0.0,0.0,Yes,
663,127.075,201.0,20.3,221.3,1,1,5.2,0.0,0.0,0.0,Yes,
664,127.348,204.2,44.3,248.5,1,1,5.2,0.0,0.0,0.0,Yes,
665,127.575,169.4,33.7,203.1,1,1,5.2,0.0,0.0,0.0,Yes,
666,127.848,193.5,56.1,249.6,1,1,5.2,0.0,0.0,0.0,Yes,
667,128.103,183.2,48.1,231.3,1,1,5.2,0.0,0.0,0.0,Yes,
668,128.374,165.1,81.7,246.9,1,1,5.2,0.0,0.0,0.0,Yes,
669,128.615,157.7,58.5,216.2,1,1,5.2,0.0,0.0,0.0,Yes,
670,128.808,144.2,25.4,169.6,1,1,5.2,0.0,0.0,0.0,Yes,
671,129.067,173.0,62.4,235.3,1,1,5.2,0.0,0.0,0.0,Yes,
672,129.278,115.5,72.6,188.1,1,1,5.2,0.0,0.0,0.0,Yes,
673,129.547,202.3,41.7,244.0,1,1,5.2,0.0,0.0,0.0,Yes,
674,129.819,212.4,33.4,245.8,1,1,5.2,0.0,0.0,0.0,Yes,
675,130.021,127.9,49.7,177.6,1,1,5.2,0.0,0.0,0.0,Yes,
676,130.241,152.7,42.6,195.3,1,1,5.2,0.0,0.0,0.0,Yes,
677,130.447,111.0,71.1,182.1,1,1,5.2,0.0,0.0,0.0,Yes,
678,130.720,216.9,31.8,248.6,1,1,5.2,0.0,0.0,0.0,Yes,
679,130.950,137.1,70.0,207.1,1,1,5.2,0.0,0.0,0.0,Yes,
680,131.194,175.9,43.7,219.6,1,1,5.2,0.0,0.0,0.0,Yes,
681,131.434,152.6,63.4,216.0,1,1,5.2,0.0,0.0,0.0,Yes,
682,131.624,136.4,30.8,167.2,1,1,5.2,0.0,0.0,0.0,Yes,
683,131.824,125.0,50.8,175.8,1,1,5.2,0.0,0.0,0.0,Yes,
684,132.095,184.8,62.6,247.4,1,1,5.2,0.0,0.0,0.0,Yes,
685,132.356,187.8,48.8,236.5,1,1,5.2,0.0,0.0,0.0,Yes,
686,132.605,176.4,47.0,223.3,1,1,5.2,0.0,0.0,0.0,Yes,
687,132.873,154.0,89.0,242.9,1,1,5.2,0.0,0.0,0.0,Yes,
688,133.090,141.7,51.0,192.7,1,1,5.2,0.0,0.0,0.0,Yes,
689,133.357,178.8,65.2,244.0,1,1,5.2,0.0,0.0,0.0,Yes,
690,133.608,173.6,53.3,226.9,1,1,5.2,0.0,0.0,0.0,Yes,
691,133.877,196.4,48.0,244.4,1,1,5.2,0.0,0.0,0.0,Yes,
692,134.052,113.5,36.0,149.5,1,1,5.2,0.0,0.0,0.0,Yes,
693,134.269,134.3,57.7,192.0,1,1,5.2,0.0,0.0,0.0,Yes,
694,134.566,229.3,42.9,272.2,1,1,5.2,0.0,0.0,0.0,Yes,
695,134.818,178.5,49.9,228.4,1,1,5.2,0.0,0.0,0.0,Yes,
696,135.087,179.6,65.9,245.5,1,1,5.2,0.0,0.0,0.0,Yes,
697,135.320,160.3,47.6,207.9,1,1,5.2,0.0,0.0,0.0,Yes,
698,135.499,111.4,41.7,153.1,1,1,5.2,0.0,0.0,0.0,Yes,
699,135.658,98.4,35.9,134.3,1,1,5.2,0.0,0.0,0.0,Yes,
700,135.840,119.0,38.6,157.6,1,1,5.2,0.0,0.0,0.0,Yes,
701,136.036,124.2,48.2,172.4,1,1,5.2,0.0,0.0,0.0,Yes,
702,136.233,146.5,25.8,172.3,1,1,5.2,0.0,0.0,0.0,Yes,
703,136.441,132.5,50.8,183.4,1,1,5.2,0.0,0.0,0.0,Yes,
704,136.637,126.5,45.8,172.3,1,1,5.2,0.0,0.0,0.0,Yes,
705,136.902,162.7,77.6,240.3,1,1,5.1,0.0,0.0,0.0,Yes,
706,137.102,142.3,32.9,175.2,1,1,5.1,0.0,0.0,0.0,Yes,
707,137.326,176.1,24.5,200.7,1,1,5.1,0.0,0.0,0.0,Yes,
708,137.510,127.4,32.5,159.9,1,1,5.1,0.0,0.0,0.0,Yes,
709,137.761,174.2,53.2,227.3,1,1,5.1,0.0,0.0,0.0,Yes,
710,137.974,112.1,75.0,187.2,1,1,5.1,0.0,0.0,0.0,Yes,
711,138.243,216.2,29.4,245.6,1,1,5.1,0.0,0.0,0.0,Yes,
712,138.483,156.1,60.2,216.3,1,1,5.1,0.0,0.0,0.0,Yes,
713,138.652,122.4,23.6,146.0,1,1,5.1,0.0,0.0,0.0,Yes,
714,138.926,229.4,21.3,250.7,1,1,5.1,0.0,0.0,0.0,Yes,
715,139.174,185.6,38.9,224.5,1,1,5.1,0.0,0.0,0.0,Yes,
716,139.423,184.1,41.0,225.1,1,1,5.1,0.0,0.0,0.0,Yes,
717,139.695,176.8,72.0,248.9,1,1,5.1,0.0,0.0,0.0,Yes,
718,139.967,222.6,25.4,248.0,1,1,5.1,0.0,0.0,0.0,Yes,
719,140.200,148.9,60.0,208.9,1,1,5.1,0.0,0.0,0.0,Yes,
720,140.434,149.7,60.3,210.0,1,1,5.1,0.0,0.0,0.0,Yes,
721,140.626,121.1,48.3,169.4,1,1,5.1,0.0,0.0,0.0,Yes,
722,140.900,203.3,42.2,245.5,1,1,5.1,0.0,0.0,0.0,Yes,
723,141.109,139.8,45.5,185.4,1,1,5.1,0.0,0.0,0.0,Yes,
724,141.332,157.3,41.2,198.6,1,1,5.1,0.0,0.0,0.0,Yes,
725,141.524,119.2,48.7,167.9,1,1,5.1,0.0,0.0,0.0,Yes,
726,141.747,157.2,41.8,198.9,1,1,5.1,0.0,0.0,0.0,Yes,
727,141.976,154.1,51.8,206.0,1,1,5.1,0.0,0.0,0.0,Yes,
728,142.240,211.5,28.4,239.9,1,1,5.1,0.0,0.0,0.0,Yes,
729,142.445,145.8,34.8,180.6,1,1,5.1,0.0,0.0,0.0,Yes,
730,142.623,111.0,44.1,155.1,1,1,5.1,0.0,0.0,0.0,Yes,
731,142.792,106.9,38.3,145.2,1,1,5.1,0.0,0.0,0.0,Yes,
732,143.023,157.9,48.9,206.8,1,1,5.1,0.0,0.0,0.0,Yes,
733,143.245,118.4,80.0,198.4,1,1,5.1,0.0,0.0,0.0,Yes,
734,143.490,171.1,47.7,218.7,1,1,5.1,0.0,0.0,0.0,Yes,
735,143.740,176.9,49.0,226.0,1,1,5.1,0.0,0.0,0.0,Yes,
736,143.955,134.8,55.2,189.9,1,1,5.1,0.0,0.0,0.0,Yes,
737,144.167,146.8,41.6,188.5,1,1,5.1,0.0,0.0,0.0,Yes,
738,144.359,143.6,25.1,168.6,1,1,5.1,0.0,0.0,0.0,Yes,
739,144.540,108.5,48.2,156.7,1,1,5.1,0.0,0.0,0.0,Yes,
740,144.677,88.8,24.1,112.9,1,1,5.1,0.0,0.0,0.0,Yes,
741,144.946,194.2,51.9,246.1,1,1,5.1,0.0,0.0,0.0,Yes,
742,145.174,138.7,65.7,204.5,1,1,5.1,0.0,0.0,0.0,Yes,
743,145.409,164.0,47.2,211.2,1,1,5.1,0.0,0.0,0.0,Yes,
744,145.641,143.0,64.8,207.8,1,1,5.1,0.0,0.0,0.0,Yes,
745,145.851,134.3,50.9,185.2,1,1,5.1,0.0,0.0,0.0,Yes,
746,146.059,131.5,50.4,181.9,1,1,5.1,0.0,0.0,0.0,Yes,
747,146.241,117.4,41.2,158.6,1,1,5.1,0.0,0.0,0.0,Yes,
748,146.451,118.5,67.4,185.9,1,1,5.1,0.0,0.0,0.0,Yes,
749,146.719,174.7,69.5,244.2,1,1,5.1,0.0,0.0,0.0,Yes,
750,146.925,149.4,31.9,181.3,1,1,5.1,0.0,0.0,0.0,Yes,
751,147.131,131.6,50.7,182.2,1,1,5.1,0.0,0.0,0.0,Yes,
752,147.323,119.8,47.6,167.4,1,1,5.1,0.0,0.0,0.0,Yes,
753,147.523,137.8,38.2,176.0,1,1,5.1,0.0,0.0,0.0,Yes,
754,147.744,160.2,36.4,196.6,1,1,5.1,0.0,0.0,0.0,Yes,
755,147.957,138.0,51.6,189.6,1,1,5.1,0.0,0.0,0.0,Yes,
756,148.228,191.2,56.1,247.4,1,1,5.1,0.0,0.0,0.0,Yes,
757,148.476,174.6,49.7,224.3,1,1,5.1,0.0,0.0,0.0,Yes,
758,148.691,155.9,33.7,189.6,1,1,5.1,0.0,0.0,0.0,Yes,
759,148.892,143.6,33.3,176.9,1,1,5.1,0.0,0.0,0.0,Yes,
760,149.118,141.9,60.1,202.0,1,1,5.1,0.0,0.0,0.0,Yes,
761,149.330,148.3,40.2,188.4,1,1,5.1,0.0,0.0,0.0,Yes,
762,149.549,135.1,58.9,194.0,1,1,5.1,0.0,0.0,0.0,Yes,
763,149.821,168.2,80.5,248.7,1,1,5.1,0.0,0.0,0.0,Yes,
764,150.090,173.9,71.1,245.0,1,1,5.1,0.0,0.0,0.0,Yes,
765,150.285,139.7,31.1,170.9,1,1,5.1,0.0,0.0,0.0,Yes,
766,150.553,136.9,106.5,243.4,1,1,5.1,0.0,0.0,0.0,Yes,
767,150.773,146.8,48.8,195.6,1,1,5.1,0.0,0.0,0.0,Yes,
768,150.974,132.5,44.7,177.2,1,1,5.1,0.0,0.0,0.0,Yes,
769,151.150,109.9,42.5,152.4,1,1,5.1,0.0,0.0,0.0,Yes,
770,151.343,108.9,58.0,166.9,1,1,5.1,0.0,0.0,0.0,Yes,
771,151.571,168.7,31.9,200.6,1,1,5.1,0.0,0.0,0.0,Yes,
772,151.935,248.7,91.5,340.3,1,1,5.1,0.0,0.0,0.0,Yes,
773,152.247,255.8,33.2,288.9,1,1,5.1,0.0,0.0,0.0,Yes,
774,152.534,226.7,35.3,262.0,1,1,5.1,0.0,0.0,0.0,Yes,
775,152.810,135.1,116.1,251.2,1,1,5.1,0.0,0.0,0.0,Yes,
776,153.087,241.0,10.1,251.2,1,1,5.1,0.0,0.0,0.0,Yes,
777,153.408,249.1,49.3,298.4,1,1,5.1,0.0,0.0,0.0,Yes,
778,153.684,240.5,11.9,252.4,1,1,5.1,0.0,0.0,0.0,Yes,
779,153.946,183.6,55.7,239.3,1,1,5.1,0.0,0.0,0.0,Yes,
780,154.143,130.4,42.9,173.3,1,1,5.1,0.0,0.0,0.0,Yes,
781,154.375,175.3,32.6,207.8,1,1,5.1,0.0,0.0,0.0,Yes,
782,154.575,81.7,91.4,173.1,1,1,5.1,0.0,0.0,0.0,Yes,
783,154.857,208.9,47.9,256.8,1,1,5.1,0.0,0.0,0.0,Yes,
784,155.137,241.2,14.1,255.3,1,1,5.1,0.0,0.0,0.0,Yes,
785,155.428,247.7,18.8,266.5,1,1,5.1,0.0,0.0,0.0,Yes,
786,155.718,243.0,23.6,266.6,1,1,5.0,0.0,0.0,0.0,Yes,
787,155.992,236.7,12.8,249.6,1,1,5.0,0.0,0.0,0.0,Yes,
788,156.228,170.1,41.4,211.5,1,1,5.0,0.0,0.0,0.0,Yes,
789,156.516,246.4,18.4,264.8,1,1,5.0,0.0,0.0,0.0,Yes,
790,156.798,243.9,14.7,258.6,1,1,5.0,0.0,0.0,0.0,Yes,
791,157.093,252.4,17.7,270.1,1,1,5.0,0.0,0.0,0.0,Yes,
792,157.381,241.1,22.9,264.0,1,1,5.0,0.0,0.0,0.0,Yes,
793,157.595,137.1,53.1,190.2,1,1,5.0,0.0,0.0,0.0,Yes,
794,157.865,221.7,23.3,245.0,1,1,5.0,0.0,0.0,0.0,Yes,
795,158.148,183.1,75.9,259.0,1,1,5.0,0.0,0.0,0.0,Yes,
796,158.433,241.4,16.5,257.8,1,1,5.0,0.0,0.0,0.0,Yes,
797,158.704,196.1,48.7,244.8,1,1,5.0,0.0,0.0,0.0,Yes,
798,158.942,160.0,53.9,214.0,1,1,5.0,0.0,0.0,0.0,Yes,
799,159.231,246.8,18.0,264.7,1,1,5.0,0.0,0.0,0.0,Yes,
800,159.440,118.3,67.4,185.7,1,1,5.0,0.0,0.0,0.0,Yes,
801,159.728,248.0,15.7,263.7,1,1,5.0,0.0,0.0,0.0,Yes,
802,160.001,189.4,59.7,249.0,1,1,5.0,0.0,0.0,0.0,Yes,
803,160.281,246.7,9.1,255.9,1,1,5.0,0.0,0.0,0.0,Yes,
804,160.562,233.1,23.4,256.5,1,1,5.0,0.0,0.0,0.0,Yes,
805,160.853,255.3,12.1,267.4,1,1,5.0,0.0,0.0,0.0,Yes,
806,161.150,260.0,10.9,270.8,1,1,5.0,0.0,0.0,0.0,Yes,
807,161.441,248.9,16.8,265.7,1,1,5.0,0.0,0.0,0.0,Yes,
808,161.727,249.1,11.3,260.4,1,1,5.0,0.0,0.0,0.0,Yes,
809,162.014,223.8,38.8,262.7,1,1,5.0,0.0,0.0,0.0,Yes,
810,162.295,237.0,20.0,257.0,1,1,5.0,0.0,0.0,0.0,Yes,
811,162.584,247.6,17.0,264.7,1,1,5.0,0.0,0.0,0.0,Yes,
812,162.891,266.0,16.4,282.4,1,1,5.0,0.0,0.0,0.0,Yes,
813,163.161,209.4,37.1,246.6,1,1,5.0,0.0,0.0,0.0,Yes,
814,163.453,254.9,12.9,267.8,1,1,5.0,0.0,0.0,0.0,Yes,
815,163.725,163.3,85.3,248.6,1,1,5.0,0.0,0.0,0.0,Yes,
816,163.995,196.1,50.4,246.5,1,1,5.0,0.0,0.0,0.0,Yes,
817,164.284,255.9,9.3,265.2,1,1,5.0,0.0,0.0,0.0,Yes,
818,164.584,256.9,16.9,273.8,1,1,5.0,0.0,0.0,0.0,Yes,
819,164.856,205.5,43.4,249.0,1,1,5.0,0.0,0.0,0.0,Yes,
820,165.151,250.7,19.0,269.7,1,1,5.0,0.0,0.0,0.0,Yes,
821,165.448,251.0,21.7,272.6,1,1,5.0,0.0,0.0,0.0,Yes,
822,165.728,238.5,16.8,255.4,1,1,5.0,0.0,0.0,0.0,Yes,
823,166.011,244.1,15.7,259.7,1,1,5.0,0.0,0.0,0.0,Yes,
824,166.300,242.9,22.4,265.3,1,1,5.0,0.0,0.0,0.0,Yes,
825,166.587,214.4,47.7,262.1,1,1,5.0,0.0,0.0,0.0,Yes,
826,166.883,238.6,32.6,271.2,1,1,4.9,0.0,0.0,0.0,Yes,
827,167.177,248.6,20.2,268.8,1,1,4.9,0.0,0.0,0.0,Yes,
828,167.476,251.2,22.5,273.7,1,1,4.9,0.0,0.0,0.0,Yes,
829,167.764,242.9,21.4,264.4,1,1,4.9,0.0,0.0,0.0,Yes,
830,168.009,169.2,50.3,219.5,1,1,4.9,0.0,0.0,0.0,Yes,
831,168.291,243.9,14.1,257.9,1,1,4.9,0.0,0.0,0.0,Yes,
832,168.591,251.3,23.8,275.1,1,1,4.9,0.0,0.0,0.0,Yes,
833,168.851,191.3,42.8,234.1,1,1,4.9,0.0,0.0,0.0,Yes,
834,169.188,299.7,12.6,312.3,1,1,4.9,0.0,0.0,0.0,Yes,
835,169.477,252.4,12.4,264.8,1,1,4.9,0.0,0.0,0.0,Yes,
836,169.760,246.2,11.9,258.1,1,1,4.9,0.0,0.0,0.0,Yes,
837,170.054,247.0,23.8,270.8,1,1,4.9,0.0,0.0,0.0,Yes,
838,170.332,241.5,12.2,253.7,1,1,4.9,0.0,0.0,0.0,Yes,
839,170.603,204.0,42.9,247.0,1,1,4.9,0.0,0.0,0.0,Yes,
840,170.897,257.6,13.3,270.9,1,1,4.9,0.0,0.0,0.0,Yes,
841,171.164,154.9,88.0,243.0,1,1,4.9,0.0,0.0,0.0,Yes,
842,171.454,254.6,10.0,264.6,1,1,4.9,0.0,0.0,0.0,Yes,
843,171.745,244.9,20.5,265.4,1,1,4.9,0.0,0.0,0.0,Yes,
844,172.020,237.0,13.7,250.7,1,1,4.9,0.0,0.0,0.0,Yes,
845,172.285,137.1,103.0,240.1,1,1,4.9,0.0,0.0,0.0,Yes,
846,172.553,222.2,22.5,244.7,1,1,4.9,0.0,0.0,0.0,Yes,
847,172.838,241.7,19.8,261.5,1,1,4.9,0.0,0.0,0.0,Yes,
848,173.120,209.8,46.8,256.6,1,1,4.9,0.0,0.0,0.0,Yes,
849,173.408,241.7,22.9,264.5,1,1,4.9,0.0,0.0,0.0,Yes,
850,173.736,275.3,27.0,302.3,1,1,4.9,0.0,0.0,0.0,Yes,
851,174.029,245.5,22.0,267.5,1,1,4.9,0.0,0.0,0.0,Yes,
852,174.295,187.9,54.0,242.0,1,1,4.9,0.0,0.0,0.0,Yes,
853,174.576,245.4,11.5,256.8,1,1,4.9,0.0,0.0,0.0,Yes,
854,174.865,247.3,15.5,262.8,1,1,4.9,0.0,0.0,0.0,Yes,
855,175.141,218.3,33.3,251.5,1,1,4.9,0.0,0.0,0.0,Yes,
856,175.419,238.3,14.6,252.9,1,1,4.9,0.0,0.0,0.0,Yes,
857,175.700,196.0,59.1,255.1,1,1,4.9,0.0,0.0,0.0,Yes,
858,175.943,153.5,65.9,219.3,1,1,4.9,0.0,0.0,0.0,Yes,
859,176.233,244.6,20.8,265.4,1,1,4.9,0.0,0.0,0.0,Yes,
860,176.469,152.7,58.8,211.6,1,1,4.9,0.0,0.0,0.0,Yes,
861,176.699,150.4,56.0,206.5,1,1,4.9,0.0,0.0,0.0,Yes,
862,176.930,138.9,67.5,206.4,1,1,4.9,0.0,0.0,0.0,Yes,
863,177.198,179.6,64.7,244.2,1,1,4.9,0.0,0.0,0.0,Yes,
864,177.430,167.9,40.0,207.9,1,1,4.9,0.0,0.0,0.0,Yes,
865,177.676,152.8,68.2,221.0,1,1,4.9,0.0,0.0,0.0,Yes,
866,177.958,242.9,12.0,254.9,1,1,4.9,0.0,0.0,0.0,Yes,
867,178.215,175.6,55.6,231.2,1,1,4.9,0.0,0.0,0.0,Yes,
868,178.474,167.8,66.8,234.7,1,1,4.9,0.0,0.0,0.0,Yes,
869,178.745,185.3,62.3,247.6,1,1,4.9,0.0,0.0,0.0,Yes,
870,178.976,135.4,71.2,206.7,1,1,4.9,0.0,0.0,0.0,Yes,
871,179.193,159.7,32.5,192.3,1,1,4.9,0.0,0.0,0.0,Yes,
872,179.467,204.9,43.5,248.4,1,1,4.9,0.0,0.0,0.0,Yes,
873,179.745,184.5,70.4,254.9,1,1,4.9,0.0,0.0,0.0,Yes,
874,180.019,172.9,76.4,249.3,1,1,4.9,0.0,0.0,0.0,Yes,
875,180.307,240.3,23.7,264.0,1,1,4.9,0.0,0.0,0.0,Yes,
876,180.589,223.9,33.4,257.3,1,1,4.9,0.0,0.0,0.0,Yes,
877,180.853,196.7,42.8,239.4,1,1,4.8,0.0,0.0,0.0,Yes,
878,181.137,149.1,107.9,257.0,1,1,4.8,0.0,0.0,0.0,Yes,
879,181.409,234.6,13.1,247.7,1,1,4.8,0.0,0.0,0.0,Yes,
880,181.659,187.6,38.9,226.5,1,1,4.8,0.0,0.0,0.0,Yes,
881,181.876,152.9,39.5,192.4,1,1,4.8,0.0,0.0,0.0,Yes,
882,182.170,252.2,17.0,269.2,1,1,4.8,0.0,0.0,0.0,Yes,
883,182.474,263.9,15.0,278.9,1,1,4.8,0.0,0.0,0.0,Yes,
884,182.769,254.0,16.2,270.2,1,1,4.8,0.0,0.0,0.0,Yes,
885,183.053,241.4,17.7,259.1,1,1,4.8,0.0,0.0,0.0,Yes,
886,183.317,210.3,28.8,239.1,1,1,4.8,0.0,0.0,0.0,Yes,
887,183.609,249.5,17.7,267.2,1,1,4.8,0.0,0.0,0.0,Yes,
888,183.883,214.6,34.4,249.0,1,1,4.8,0.0,0.0,0.0,Yes,
889,184.152,200.6,45.4,246.0,1,1,4.8,0.0,0.0,0.0,Yes,
890,184.448,250.3,18.6,268.8,1,1,4.8,0.0,0.0,0.0,Yes,
891,184.734,247.3,12.2,259.5,1,1,4.8,0.0,0.0,0.0,Yes,
892,185.028,246.8,21.6,268.5,1,1,4.8,0.0,0.0,0.0,Yes,
893,185.294,219.9,21.6,241.5,1,1,4.8,0.0,0.0,0.0,Yes,
894,185.601,262.4,20.8,283.2,1,1,4.8,0.0,0.0,0.0,Yes,
895,185.882,241.7,14.0,255.7,1,1,4.8,0.0,0.0,0.0,Yes,
896,186.166,248.3,11.0,259.3,1,1,4.8,0.0,0.0,0.0,Yes,
897,186.459,253.0,15.3,268.2,1,1,4.8,0.0,0.0,0.0,Yes,
898,186.749,252.2,12.8,265.0,1,1,4.8,0.0,0.0,0.0,Yes,
899,187.044,250.6,21.0,271.6,1,1,4.8,0.0,0.0,0.0,Yes,
900,187.317,200.7,46.3,247.1,1,1,4.8,0.0,0.0,0.0,Yes,
901,187.587,220.9,24.6,245.5,1,1,4.8,0.0,0.0,0.0,Yes,
902,187.874,250.9,11.0,262.0,1,1,4.8,0.0,0.0,0.0,Yes,
903,188.158,249.1,10.4,259.5,1,1,4.8,0.0,0.0,0.0,Yes,
904,188.441,244.8,13.3,258.1,1,1,4.8,0.0,0.0,0.0,Yes,
905,188.731,245.8,19.9,265.7,1,1,4.8,0.0,0.0,0.0,Yes,
906,188.998,217.7,24.2,241.9,1,1,4.8,0.0,0.0,0.0,Yes,
907,189.320,248.6,49.2,297.9,1,1,4.8,0.0,0.0,0.0,Yes,
908,189.602,245.6,11.3,256.9,1,1,4.8,0.0,0.0,0.0,Yes,
909,189.916,255.9,32.6,288.5,1,1,4.8,0.0,0.0,0.0,Yes,
910,190.197,233.7,21.2,254.9,1,1,4.8,0.0,0.0,0.0,Yes,
911,190.470,202.2,47.2,249.4,1,1,4.8,0.0,0.0,0.0,Yes,
912,190.785,243.9,45.3,289.2,1,1,4.8,0.0,0.0,0.0,Yes,
913,191.084,249.7,23.4,273.1,1,1,4.8,0.0,0.0,0.0,Yes,
914,191.370,247.3,12.3,259.6,1,1,4.8,0.0,0.0,0.0,Yes,
915,191.677,260.1,21.5,281.6,1,1,4.8,0.0,0.0,0.0,Yes,
916,191.948,234.2,12.2,246.5,1,1,4.8,0.0,0.0,0.0,Yes,
917,192.259,261.9,25.6,287.5,1,1,4.8,0.0,0.0,0.0,Yes,
918,192.544,248.4,11.8,260.3,1,1,4.8,0.0,0.0,0.0,Yes,
919,192.835,246.0,19.7,265.7,1,1,4.8,0.0,0.0,0.0,Yes,
920,193.124,243.1,21.1,264.2,1,1,4.8,0.0,0.0,0.0,Yes,
921,193.406,245.4,11.4,256.8,1,1,4.8,0.0,0.0,0.0,Yes,
922,193.698,245.6,22.2,267.7,1,1,4.8,0.0,0.0,0.0,Yes,
923,193.938,153.0,62.9,215.8,1,1,4.8,0.0,0.0,0.0,Yes,
924,194.234,252.3,15.4,267.7,1,1,4.8,0.0,0.0,0.0,Yes,
925,194.526,256.3,11.4,267.7,1,1,4.8,0.0,0.0,0.0,Yes,
926,194.815,249.2,12.9,262.2,1,1,4.8,0.0,0.0,0.0,Yes,
927,195.099,249.4,9.7,259.0,1,1,4.8,0.0,0.0,0.0,Yes,
928,195.382,244.9,12.7,257.6,1,1,4.7,0.0,0.0,0.0,Yes,
929,195.683,255.0,22.1,277.1,1,1,4.7,0.0,0.0,0.0,Yes,
930,195.949,226.2,14.9,241.1,1,1,4.7,0.0,0.0,0.0,Yes,
931,196.244,259.2,11.9,271.1,1,1,4.7,0.0,0.0,0.0,Yes,
932,196.533,246.8,15.5,262.3,1,1,4.7,0.0,0.0,0.0,Yes,
933,196.831,257.7,16.4,274.1,1,1,4.7,0.0,0.0,0.0,Yes,
934,197.159,252.3,50.8,303.1,1,1,4.7,0.0,0.0,0.0,Yes,
935,197.476,248.3,44.2,292.5,1,1,4.7,0.0,0.0,0.0,Yes,
936,197.799,251.9,45.4,297.3,1,1,4.7,0.0,0.0,0.0,Yes,
937,198.128,250.2,53.2,303.4,1,1,4.7,0.0,0.0,0.0,Yes,
938,198.406,202.4,48.5,250.9,1,1,4.7,0.0,0.0,0.0,Yes,
939,198.692,246.6,14.4,261.0,1,1,4.7,0.0,0.0,0.0,Yes,
940,199.002,239.6,45.5,285.0,1,1,4.7,0.0,0.0,0.0,Yes,
941,199.279,230.6,20.4,251.0,1,1,4.7,0.0,0.0,0.0,Yes,
942,199.553,189.9,59.6,249.5,1,1,4.7,0.0,0.0,0.0,Yes,
943,199.826,229.4,19.4,248.7,1,1,4.7,0.0,0.0,0.0,Yes,
944,200.132,256.7,23.8,280.5,1,1,4.7,0.0,0.0,0.0,Yes,
945,200.425,244.9,23.5,268.4,1,1,4.7,0.0,0.0,0.0,Yes,
946,200.700,236.8,13.6,250.4,1,1,4.7,0.0,0.0,0.0,Yes,
947,201.021,244.2,52.1,296.3,1,1,4.7,0.0,0.0,0.0,Yes,
948,201.298,239.0,12.5,251.5,1,1,4.7,0.0,0.0,0.0,Yes,
949,201.582,234.6,25.7,260.3,1,1,4.7,0.0,0.0,0.0,Yes,
950,201.866,235.7,21.7,257.4,1,1,4.7,0.0,0.0,0.0,Yes,
951,202.147,236.3,20.0,256.4,1,1,4.7,0.0,0.0,0.0,Yes,
952,202.434,237.6,23.9,261.5,1,1,4.7,0.0,0.0,0.0,Yes,
953,202.711,240.6,11.3,251.9,1,1,4.7,0.0,0.0,0.0,Yes,
954,203.000,250.6,13.8,264.4,1,1,4.7,0.0,0.0,0.0,Yes,
955,203.341,262.0,53.3,315.3,1,1,4.7,0.0,0.0,0.0,Yes,
956,203.633,250.0,17.5,267.4,1,1,4.7,0.0,0.0,0.0,Yes,
957,203.973,257.9,56.9,314.7,1,1,4.7,0.0,0.0,0.0,Yes,
958,204.266,257.7,10.7,268.4,1,1,4.7,0.0,0.0,0.0,Yes,
959,204.552,231.3,30.4,261.7,1,1,4.7,0.0,0.0,0.0,Yes,
960,204.826,233.7,13.5,247.2,1,1,4.7,0.0,0.0,0.0,Yes,
