# System Information
# OS,Darwin,Darwin Kernel Version 24.4.0: Fri Apr 11 18:34:14 PDT 2025; root:xnu-11417.101.15~117/RELEASE_ARM64_T8122
# Python,3.11.5
# CPU,arm,"8 cores, 8 threads"
# RAM,24.0 GB

# YOLO Model,yolo11n.pt,Size,5.35 MB
# Model Task,detect,Version,unknown
# Tracker,bytetrack
# Device,auto,Half Precision,False,Confidence Threshold,0.3

# Video,data/clips/2025-05-03_152528フロア10minites_30sec.mp4
# Resolution,640x480,FPS,30,Total Frames,900

Frame,Time,Detection_Time_ms,Tracking_Time_ms,Total_Time_ms,Objects_Detected,Objects_Tracked,FPS,YOLO_Preprocess_ms,YOLO_Inference_ms,YOLO_Postprocess_ms,CUDA_Used,Model,Tracker,Notes
164,8.591,34.2,0.7,34.9,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
165,8.640,34.2,0.6,34.8,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
166,8.688,33.6,0.6,34.2,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
167,8.737,34.8,0.6,35.4,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
168,8.787,35.6,0.6,36.2,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
169,8.843,40.4,0.7,41.0,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
170,8.894,35.1,0.6,35.8,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
171,8.942,34.3,0.6,34.9,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
172,8.992,35.7,0.7,36.4,8,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
173,9.043,36.1,0.7,36.8,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
174,9.093,35.1,0.6,35.8,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
175,9.141,33.8,0.6,34.4,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
176,9.201,45.0,0.7,45.7,7,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
177,9.260,44.3,0.7,45.0,8,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
178,9.323,48.2,0.8,49.0,8,8,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
179,9.373,36.0,0.7,36.7,8,7,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
180,9.422,34.4,0.8,35.2,9,8,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
181,9.472,34.4,0.7,35.1,8,8,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
182,9.522,34.0,0.7,34.8,9,9,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
183,9.571,34.3,0.7,35.0,9,9,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
184,9.619,34.0,0.7,34.7,9,9,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
185,9.669,34.6,0.7,35.4,9,9,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
186,9.718,34.7,0.7,35.4,8,8,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
187,9.767,33.9,0.7,34.6,9,9,19.1,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
188,9.816,34.4,0.7,35.1,9,9,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
189,9.865,34.4,0.8,35.2,10,9,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
190,9.921,41.3,0.8,42.1,9,9,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
191,9.971,34.7,0.7,35.4,9,9,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
192,10.020,35.0,0.8,35.8,10,9,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
193,10.069,33.6,0.8,34.4,9,9,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
194,10.119,33.7,0.7,34.4,8,8,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
195,10.168,34.3,0.8,35.1,9,9,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
196,10.217,34.7,0.7,35.4,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
197,10.267,35.6,0.7,36.3,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
198,10.316,34.1,0.7,34.8,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
199,10.364,33.3,0.7,34.0,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
200,10.412,33.6,0.7,34.2,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
201,10.460,33.5,0.7,34.2,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
202,10.508,33.0,0.7,33.7,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
203,10.579,56.1,0.7,56.9,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
204,10.632,38.3,0.7,39.0,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
205,10.680,33.6,0.7,34.3,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
206,10.731,34.8,0.6,35.5,6,6,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
207,10.780,34.3,0.7,35.0,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
208,10.828,33.7,0.7,34.4,7,7,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
209,10.876,33.4,0.6,34.0,6,6,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
210,10.926,36.5,0.6,37.2,6,6,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
211,10.974,33.2,0.5,33.7,4,4,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
212,11.022,34.0,0.5,34.5,3,3,19.2,0.0,0.0,0.0,Yes,yolo11n,bytetrack,
